"Age","Job","Marital","Education","Default","Mortgage","Loan","Contact","Outcome"
31,"student","single","high.school","no","yes","no","mobile","no"
59,"retired","divorced","basic.4y","no","no","no","landline","no"
39,"services","married","professional.course","no","yes","yes","mobile","no"
27,"admin.","married","basic.9y","no","yes","no","landline","no"
47,"retired","married","basic.4y","no","no","no","landline","no"
36,"services","single","basic.9y","no","yes","no","landline","no"
45,"technician","married","university.degree","no","yes","no","mobile","no"
35,"unemployed","divorced","professional.course","no","no","no","mobile","no"
57,"admin.","married","university.degree","no","yes","no","landline","no"
37,"admin.","married","university.degree","no","yes","yes","mobile","no"
39,"unemployed","married","basic.9y","no","yes","no","mobile","no"
34,"blue-collar","single","basic.4y","no","yes","yes","mobile","yes"
29,"management","married","university.degree","no","no","yes","mobile","no"
56,"management","married","professional.course","no","no","no","mobile","yes"
49,"admin.","divorced","basic.9y","no","yes","no","mobile","no"
37,"unemployed","married","professional.course","unknown","yes","no","mobile","no"
28,"management","single","university.degree","no","no","no","mobile","yes"
32,"technician","married","unknown","no","no","no","mobile","no"
34,"blue-collar","married","unknown","unknown","unknown","unknown","landline","no"
40,"technician","married","basic.9y","no","no","no","mobile","yes"
28,"self-employed","single","university.degree","no","yes","yes","mobile","yes"
31,"technician","divorced","university.degree","no","yes","no","mobile","no"
60,"technician","married","basic.4y","no","yes","no","mobile","yes"
36,"technician","single","university.degree","no","no","yes","mobile","yes"
49,"admin.","married","basic.9y","no","no","no","landline","no"
31,"unemployed","single","professional.course","no","yes","no","mobile","no"
45,"self-employed","divorced","university.degree","no","yes","no","landline","no"
46,"admin.","single","university.degree","unknown","yes","no","landline","no"
48,"technician","single","university.degree","unknown","yes","no","landline","no"
40,"blue-collar","divorced","basic.9y","unknown","no","no","mobile","no"
28,"technician","single","professional.course","no","yes","no","landline","no"
38,"blue-collar","married","basic.4y","no","no","no","landline","yes"
48,"unemployed","married","basic.4y","unknown","no","no","mobile","no"
24,"admin.","married","unknown","no","yes","yes","mobile","no"
50,"services","single","basic.9y","no","unknown","unknown","mobile","yes"
27,"blue-collar","single","university.degree","no","no","no","mobile","no"
32,"services","single","basic.9y","no","no","no","mobile","no"
33,"services","married","professional.course","no","yes","no","mobile","no"
43,"technician","married","professional.course","unknown","yes","no","mobile","no"
35,"self-employed","divorced","basic.9y","no","no","no","mobile","no"
53,"blue-collar","married","basic.4y","unknown","yes","no","landline","no"
32,"blue-collar","single","university.degree","unknown","yes","yes","mobile","no"
25,"blue-collar","married","basic.4y","no","yes","no","mobile","no"
44,"unemployed","divorced","basic.6y","no","no","no","mobile","no"
46,"technician","married","professional.course","unknown","no","no","mobile","no"
27,"blue-collar","married","high.school","no","unknown","unknown","mobile","no"
51,"admin.","married","basic.9y","no","no","no","landline","no"
34,"technician","single","professional.course","no","yes","yes","landline","no"
35,"blue-collar","divorced","basic.9y","no","unknown","unknown","landline","no"
26,"admin.","married","university.degree","no","yes","yes","landline","no"
31,"housemaid","married","basic.4y","no","no","yes","mobile","no"
34,"blue-collar","single","basic.9y","unknown","no","yes","landline","yes"
42,"blue-collar","married","basic.6y","unknown","yes","no","mobile","no"
37,"housemaid","married","basic.6y","unknown","no","no","mobile","no"
32,"technician","single","professional.course","unknown","unknown","unknown","mobile","no"
61,"retired","divorced","unknown","unknown","yes","yes","mobile","yes"
49,"unemployed","married","university.degree","no","no","no","mobile","no"
29,"blue-collar","single","basic.4y","unknown","yes","no","mobile","no"
29,"management","single","university.degree","no","yes","no","mobile","no"
26,"blue-collar","married","basic.9y","unknown","no","no","mobile","no"
53,"unknown","married","high.school","unknown","no","no","landline","no"
40,"blue-collar","single","basic.9y","no","no","no","landline","no"
23,"blue-collar","single","basic.9y","no","no","no","mobile","no"
54,"admin.","married","professional.course","no","yes","no","mobile","no"
52,"admin.","married","unknown","no","no","no","landline","no"
42,"self-employed","divorced","university.degree","no","yes","no","mobile","yes"
35,"student","single","high.school","no","no","no","landline","no"
28,"admin.","single","university.degree","unknown","yes","yes","mobile","no"
51,"blue-collar","divorced","basic.9y","unknown","no","no","landline","no"
41,"blue-collar","divorced","basic.4y","no","no","yes","mobile","no"
32,"services","married","basic.6y","no","yes","yes","landline","no"
37,"unknown","married","university.degree","no","no","yes","landline","no"
45,"housemaid","married","professional.course","unknown","no","no","landline","no"
49,"services","married","high.school","unknown","yes","no","landline","no"
53,"retired","married","basic.4y","unknown","yes","no","mobile","no"
29,"services","married","high.school","no","no","no","landline","no"
40,"blue-collar","divorced","basic.9y","no","no","no","mobile","no"
36,"admin.","married","high.school","no","unknown","unknown","landline","no"
30,"admin.","divorced","university.degree","no","yes","no","landline","no"
40,"services","married","high.school","no","yes","yes","mobile","yes"
51,"self-employed","married","basic.9y","no","no","no","landline","no"
36,"student","single","high.school","no","no","yes","landline","yes"
72,"retired","married","basic.4y","no","no","no","landline","no"
42,"services","divorced","high.school","unknown","yes","no","landline","no"
28,"technician","divorced","university.degree","no","no","no","landline","no"
27,"student","single","university.degree","no","unknown","unknown","mobile","no"
44,"blue-collar","single","professional.course","unknown","no","no","landline","no"
47,"self-employed","married","basic.9y","no","yes","no","mobile","no"
38,"technician","married","professional.course","no","no","no","landline","no"
34,"admin.","married","high.school","no","yes","no","mobile","yes"
48,"blue-collar","married","professional.course","no","yes","yes","mobile","no"
51,"technician","single","university.degree","no","no","no","mobile","yes"
59,"retired","single","professional.course","unknown","yes","no","mobile","no"
58,"retired","married","basic.4y","no","no","no","landline","no"
36,"services","married","basic.9y","unknown","yes","no","landline","no"
48,"management","married","university.degree","no","unknown","unknown","landline","no"
53,"self-employed","married","university.degree","no","yes","no","mobile","no"
30,"self-employed","married","high.school","no","no","no","mobile","no"
48,"housemaid","married","high.school","no","no","no","landline","no"
36,"admin.","divorced","university.degree","no","yes","no","mobile","no"
61,"retired","married","basic.9y","no","yes","no","landline","no"
21,"admin.","single","high.school","no","no","no","mobile","no"
58,"retired","married","university.degree","no","yes","no","landline","no"
31,"technician","single","university.degree","no","no","no","mobile","no"
26,"student","single","university.degree","no","no","no","landline","no"
46,"technician","married","basic.9y","no","no","no","mobile","yes"
42,"entrepreneur","married","unknown","unknown","yes","no","landline","no"
33,"admin.","married","basic.9y","no","yes","yes","landline","no"
26,"admin.","single","high.school","no","no","no","landline","no"
40,"management","divorced","university.degree","unknown","no","no","landline","no"
50,"blue-collar","married","unknown","unknown","no","no","landline","no"
48,"technician","married","high.school","unknown","yes","yes","mobile","no"
40,"admin.","divorced","professional.course","unknown","no","no","landline","no"
32,"blue-collar","single","basic.4y","no","yes","yes","landline","no"
28,"blue-collar","married","basic.9y","unknown","yes","yes","landline","no"
53,"unemployed","single","basic.4y","no","yes","no","mobile","yes"
51,"technician","married","basic.9y","no","yes","no","landline","no"
51,"technician","married","professional.course","unknown","no","no","mobile","no"
29,"entrepreneur","married","basic.4y","no","no","no","mobile","no"
41,"technician","married","university.degree","no","yes","no","mobile","no"
34,"admin.","single","basic.9y","unknown","no","no","landline","no"
40,"blue-collar","married","basic.9y","no","no","no","mobile","no"
20,"student","single","high.school","no","no","no","mobile","yes"
52,"admin.","divorced","high.school","no","no","no","mobile","yes"
48,"unemployed","married","basic.4y","no","yes","no","landline","no"
48,"housemaid","married","basic.6y","unknown","yes","yes","landline","no"
39,"blue-collar","divorced","high.school","unknown","no","yes","mobile","no"
